module_name,classifications,status,strong_target_hits,composite_target_hits,exact_source_files,build_mentions,mt6878_context_hits,strong_examples,composite_examples,source_examples,mt6878_examples
sec,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
sec_rng,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
sensorhub,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,7,0,,,,
slcan,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
slhc,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
smpu,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/memory/mediatek/smpu.c,
smpu_hook_v1,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
snd_soc_audiodsp_common,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
snd_soc_mt6369,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
snd_soc_mt6878_afe,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
snd_soc_mtk_common,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
snd_soc_mtk_scp_ultra,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
snd_soc_tfa98xx,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
soc_temp_lvts,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/thermal/mediatek/soc_temp_lvts.c,
spi_mt65xx,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
spmi_mtk_mpu,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
spmi_mtk_pmif,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
sspm_v3,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
st21nfc,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,1,0,,,device_modules/drivers/misc/mediatek/nfc/st21nfc/st21nfc.c,
sub_vcm,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,1,0,,,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/sub_vcm/sub_vcm.c,
syscon_reboot_mode,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
system_heap,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
task_turbo,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,2,0,,,device_modules/drivers/misc/mediatek/task_turbo/task_turbo.c,
tcpc_class,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
tcpc_mt6375,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/typec/tcpc/tcpc_mt6375.c,
tcpci_late_sync,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/typec/tcpc/tcpci_late_sync.c,
teeperf,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,2,0,,,,
thermal_generic_adc,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
thermal_interface,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/thermal/mediatek/thermal_interface.c,
thermal_trace,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/thermal/mediatek/thermal_trace.c,
timer_mediatek,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
tinysys_scmi,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,21,0,,,,
tipc,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
tmem_ffa,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/trusted_mem/mtee_impl/tmem_ffa.c,
touch_boost,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,2,0,,,device_modules/drivers/misc/mediatek/performance/touch_boost/touch_boost.c,
trace_mmstat,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/mmstat/trace_mmstat.c,
tui_common,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
uarthub_drv,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
ufs_mediatek_dbg,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
ufs_mediatek_mod,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
uload_ind,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,1,0,,,device_modules/drivers/misc/mediatek/performance/uload_ind/uload_ind.c,
usb_boost,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,3,0,,,,
usb_logger,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,2,0,,,,
usb_meta,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,2,0,,,device_modules/drivers/misc/mediatek/usb/usb_meta/usb_meta.c,
usb_offload,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,3,0,,,,
usbnet,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
usbserial,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
vcan,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
vcp,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,27,0,,,,
vcp_status,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/vcp/rv/vcp_status.c,
vtskin_temp,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/thermal/mediatek/vtskin_temp.c,
widevine_driver,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/widevine_drm/widevine_driver.c,
wifi_cooling,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/thermal/mediatek/wifi_cooling.c,
wlan_drv_gen4m_6878,DIRECT_SOURCE_MATCH,EXACT_BUILD_TARGET,1,0,0,3,0,"kernel_modules/connectivity/wlan/core/gen4m/build/connac2x/6878/BUILD.bazel:10:name = ""wlan_drv_gen4m_6878"",",,,
wmt_chrdev_wifi_connac2,DIRECT_SOURCE_MATCH,EXACT_BUILD_TARGET,1,0,0,6,0,"kernel_modules/connectivity/wlan/adaptor/build/connac2x/BUILD.bazel:10:name = ""wmt_chrdev_wifi_connac2"",",,,
wwan,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
xhci_mtk_hcd_v2,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
zram,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
zsmalloc,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
